Date,h.1
2019-01-09,31.845083882364236
2019-01-10,45.23223784383019
2019-01-11,43.7693239329077
2019-01-14,48.79659488995795
2019-01-15,50.183350608655644
2019-01-16,49.022621678048
2019-01-17,47.91464175770029
2019-01-18,47.168867243195116
2019-01-22,46.45387764359256
2019-01-23,45.790486243296826
2019-01-24,44.61639754589464
2019-01-25,43.345721728674455
2019-01-28,46.89244303169238
2019-01-29,46.34821874700957
2019-01-30,46.18298381594227
2019-01-31,45.95033771937559
2019-02-01,45.450345263252096
2019-02-04,44.27498041153828
2019-02-05,42.85534837896064
2019-02-06,43.94234211728292
2019-02-07,43.30143972048807
2019-02-08,53.71807000203281
2019-02-11,53.35261651886624
2019-02-12,51.12690832588406
2019-02-13,50.158120899155044
2019-02-14,49.01594724880005
2019-02-15,47.18528106185752
2019-02-19,46.47398925871004
2019-02-20,46.66455379177254
2019-02-21,46.88346974091927
2019-02-22,46.98479435994106
2019-02-25,48.01570114038396
2019-02-26,47.509610399382524
2019-02-27,46.087920736316484
2019-02-28,44.51011112897339
2019-03-01,43.01883184992693
2019-03-04,45.16030284134384
2019-03-05,48.961596221564726
2019-03-06,47.1423029407966
2019-03-07,45.46782239633068
2019-03-08,44.475404791876656
2019-03-11,44.91680760402409
2019-03-12,43.42804961284425
2019-03-13,42.30018040246926
2019-03-14,41.4273343599668
2019-03-15,41.38509765001195
2019-03-18,40.154411019529874
2019-03-19,40.259149819509624
2019-03-20,39.468239530124585
2019-03-21,40.68604639457378
2019-03-22,39.8834533240263
2019-03-25,41.13787659015562
2019-03-26,40.52317281435239
2019-03-27,43.109527772027555
2019-03-28,42.56631966591772
2019-03-29,42.09670048640357
2019-04-01,42.56049071700805
2019-04-02,66.50919233433461
2019-04-03,65.9872218130743
2019-04-04,64.45208883340624
2019-04-05,64.72866222216156
2019-04-08,64.09783291318004
2019-04-09,63.604105217156494
2019-04-10,63.924459391194794
2019-04-11,68.46034327378518
2019-04-12,65.5494253146116
2019-04-15,65.45625581065403
2019-04-16,67.22259708797588
2019-04-17,64.12209365438899
2019-04-18,62.178702056893336
2019-04-22,61.51487705192323
2019-04-23,63.41233985500845
2019-04-24,63.46425710187786
2019-04-25,67.68006817450204
2019-04-26,66.14003828365944
2019-04-29,64.15257049448932
2019-04-30,63.91635462215619
2019-05-01,62.12703605279536
2019-05-02,61.9422937949061
2019-05-03,66.22191066869681
2019-05-06,64.41983121317139
2019-05-07,63.328079592798225
2019-05-08,64.17908259858953
2019-05-09,65.87218783132035
2019-05-10,67.58135725344414
2019-05-13,82.17420144380675
2019-05-14,80.99828065002737
2019-05-15,80.44598873035422
2019-05-16,82.13397718998804
2019-05-17,88.31059498713513
2019-05-20,87.48889880452197
2019-05-21,82.99940934465945
2019-05-22,83.95016102622516
2019-05-23,83.14634173353575
2019-05-24,80.38919988639316
2019-05-28,77.6417465918011
2019-05-29,74.69635082984051
2019-05-30,76.88320019233277
2019-05-31,77.32876152570448
2019-06-03,82.69968708327875
2019-06-04,87.63575199057536
2019-06-05,84.788216884848
2019-06-06,80.27991565397728
2019-06-07,80.09791630196527
2019-06-10,81.82088933432757
2019-06-11,78.85829612152855
2019-06-12,78.65779741119292
2019-06-13,75.797105287227
2019-06-14,80.24680245826575
2019-06-17,81.28318505570806
2019-06-18,80.85071097334892
2019-06-19,79.49155192382882
2019-06-20,79.21431588948137
2019-06-21,84.6786563774917
2019-06-24,81.94902159255396
2019-06-25,88.09320954469581
2019-06-26,98.60509796517451
2019-06-27,115.3969077413316
2019-06-28,124.51600092422441
2019-07-01,120.0023406904977
2019-07-02,115.41843010788843
2019-07-03,124.22629466547943
2019-07-05,119.65969472615377
2019-07-08,123.08215266217745
2019-07-09,118.68465889870775
2019-07-10,116.3974727612425
2019-07-11,119.34274915956203
2019-07-12,117.85196478082379
2019-07-15,119.83075257114398
2019-07-16,133.07337990367117
2019-07-17,127.77438680709217
2019-07-18,134.57277768895224
2019-07-19,127.90900311675168
2019-07-22,123.50341945234402
2019-07-23,122.30088809819011
2019-07-24,116.06386808479158
2019-07-25,110.15057648176216
2019-07-26,104.17974859827862
2019-07-29,98.59141714470101
2019-07-30,93.94097043410228
2019-07-31,95.94915970047828
2019-08-01,94.93456852060213
2019-08-02,90.91390310840063
2019-08-05,97.13048637343509
2019-08-06,95.74746526215499
2019-08-07,96.17857342268249
2019-08-08,90.57449591469513
2019-08-09,86.84302666346295
2019-08-12,83.9479122454219
2019-08-13,85.92983759346855
2019-08-14,93.21429611017382
2019-08-15,91.59882535029554
2019-08-16,87.00663111934739
2019-08-19,90.3841043705652
2019-08-20,87.46873310321298
2019-08-21,91.55330107477862
2019-08-22,86.56067578083996
2019-08-23,85.7114906108181
2019-08-26,84.2420207891653
2019-08-27,82.40274509610276
2019-08-28,84.44062037624401
2019-08-29,83.66871321640774
2019-08-30,80.21599023218127
2019-09-03,79.78703994673663
2019-09-04,76.04457922560023
2019-09-05,72.46339780971945
2019-09-06,72.04666517635357
2019-09-09,70.03591349056653
2019-09-10,69.84127452006159
2019-09-11,67.01322871405085
2019-09-12,67.02672393254825
2019-09-13,64.61272715197639
2019-09-16,62.70413278455328
2019-09-17,60.44415846023061
2019-09-18,58.476683630550276
2019-09-19,56.6454938744026
2019-09-20,55.58753338622098
2019-09-23,58.484365790992214
2019-09-24,73.94706851148656
2019-09-25,72.57945471589447
2019-09-26,75.56902430334172
2019-09-27,73.8906130835377
2019-09-30,73.44973429884095
2019-10-01,70.2976891369239
2019-10-02,67.40061290139418
2019-10-03,66.6137912530361
