Date,h.1
2019-01-09,54.93763940232308
2019-01-10,72.00851327530586
2019-01-11,69.79597445718079
2019-01-14,71.7462506693195
2019-01-15,70.45224671645045
2019-01-16,68.38825630224598
2019-01-17,66.4313895487922
2019-01-18,64.62322288204003
2019-01-22,62.924723288614715
2019-01-23,61.31119949115343
2019-01-24,59.71148913397865
2019-01-25,58.18811113776021
2019-01-28,59.29762440308886
2019-01-29,57.9339288309113
2019-01-30,56.7776044435373
2019-01-31,55.640389532052104
2019-02-01,54.51280662508701
2019-02-04,53.31354038427371
2019-02-05,52.16877990646591
2019-02-06,51.809449778828025
2019-02-07,50.841603216244145
2019-02-08,66.04043555584882
2019-02-11,64.48713490183974
2019-02-12,62.6837130299317
2019-02-13,61.09887812806915
2019-02-14,59.55889691925933
2019-02-15,58.03745596124056
2019-02-19,56.73113881560546
2019-02-20,55.80079366811799
2019-02-21,54.90498249812887
2019-02-22,54.07293600643999
2019-02-25,53.83403126255043
2019-02-26,52.8486907157487
2019-02-27,51.74598658992776
2019-02-28,50.69941904793427
2019-03-01,49.71915510510025
2019-03-04,50.319143088807316
2019-03-05,53.1414983112631
2019-03-06,52.00700216750388
2019-03-07,50.943755590040844
2019-03-08,49.992709833866684
2019-03-11,49.52662110676455
2019-03-12,48.62288226806611
2019-03-13,47.79029433097559
2019-03-14,47.03341534752141
2019-03-15,46.51615038494327
2019-03-18,45.813156967518864
2019-03-19,45.40147040178043
2019-03-20,44.7985071833631
2019-03-21,44.94755619153801
2019-03-22,44.37644955281182
2019-03-25,44.60624848704939
2019-03-26,44.09834508136334
2019-03-27,45.719485681375986
2019-03-28,45.17189091660654
2019-03-29,44.68378485637414
2019-04-01,44.595408785294005
2019-04-02,102.49745517882536
2019-04-03,99.27982749798916
2019-04-04,95.87998360655483
2019-04-05,93.29674305149372
2019-04-08,90.47444662309294
2019-04-09,87.78269754129504
2019-04-10,85.65895016004852
2019-04-11,86.83281882662214
2019-04-12,83.8803722250569
2019-04-15,81.76967571793975
2019-04-16,81.11944350530857
2019-04-17,78.43668827142196
2019-04-18,76.00531836278198
2019-04-22,74.05465025837498
2019-04-23,73.8439289462141
2019-04-24,72.33083514038209
2019-04-25,74.46033677952857
2019-04-26,72.43472901892505
2019-04-29,70.3378566644786
2019-04-30,69.01828797405945
2019-05-01,67.13430152861865
2019-05-02,65.96220131339413
2019-05-03,69.28941434010152
2019-05-06,67.4144089570873
2019-05-07,65.8726965009482
2019-05-08,65.55770405312936
2019-05-09,66.07357340536188
2019-05-10,66.6926417478206
2019-05-13,92.27406385415424
2019-05-14,89.8854615626841
2019-05-15,87.93041891267552
2019-05-16,87.48223209081486
2019-05-17,92.24831076204511
2019-05-20,90.19743183620814
2019-05-21,87.07152412406376
2019-05-22,86.26195747886129
2019-05-23,84.5259890582646
2019-05-24,81.95487357382838
2019-05-28,79.4338053060865
2019-05-29,76.95312752821074
2019-05-30,77.4441344678662
2019-05-31,76.79331478293611
2019-06-03,81.30344123365758
2019-06-04,85.228878934312
2019-06-05,82.7085921522731
2019-06-06,79.94465557709599
2019-06-07,78.84572927247818
2019-06-10,79.4849361055694
2019-06-11,77.07130369710467
2019-06-12,76.07814942587123
2019-06-13,73.83189844593512
2019-06-14,77.97672660520546
2019-06-17,78.02941861570261
2019-06-18,76.78871718559023
2019-06-19,75.18020737949823
2019-06-20,74.3026426292248
2019-06-21,80.37105743528787
2019-06-24,78.07579976395054
2019-06-25,85.0489296420394
2019-06-26,99.90905573699285
2019-06-27,124.10805441123843
2019-06-28,133.49671850077797
2019-07-01,128.87398682625076
2019-07-02,124.39962516317865
2019-07-03,133.2436131879401
2019-07-05,128.60924434134148
2019-07-08,130.0312462126922
2019-07-09,125.64958093713037
2019-07-10,122.16459538349328
2019-07-11,122.73216451804805
2019-07-12,120.1102216837058
2019-07-15,120.5609292049828
2019-07-16,136.4773331164853
2019-07-17,131.7395848567731
2019-07-18,138.0492327723417
2019-07-19,132.86742646841782
2019-07-22,128.4050607004323
2019-07-23,125.60044034442463
2019-07-24,120.90309918841761
2019-07-25,116.41123251656542
2019-07-26,112.05614591629484
2019-07-29,107.89683893777621
2019-07-30,103.99991929707015
2019-07-31,103.89012391303126
2019-08-01,101.52230951029829
2019-08-02,97.99804566368405
2019-08-05,103.3792460770542
2019-08-06,100.74181368968019
2019-08-07,99.60334616551278
2019-08-08,96.0035085552716
2019-08-09,92.72291631554664
2019-08-12,89.73357974866656
2019-08-13,89.63790867914395
2019-08-14,96.15453829377397
2019-08-15,93.77463700629433
2019-08-16,90.49546019749404
2019-08-19,92.49216010224877
2019-08-20,89.59149099190881
2019-08-21,91.97753894833032
2019-08-22,88.7540564816005
2019-08-23,86.96205762829888
2019-08-26,84.88209466262082
2019-08-27,82.60805530437104
2019-08-28,83.04988118880252
2019-08-29,81.42720593501662
2019-08-30,78.85139576038237
2019-09-03,77.65125641669641
2019-09-04,75.17218715679806
2019-09-05,72.81043990305702
2019-09-06,71.50332259984536
2019-09-09,69.57501161882308
2019-09-10,68.49935340560478
2019-09-11,66.52959299191399
2019-09-12,65.76638607839021
2019-09-13,63.97206985519112
2019-09-16,62.344705768432775
2019-09-17,60.71532488096006
2019-09-18,59.19837321486351
2019-09-19,57.77605875655219
2019-09-20,56.58080371767184
2019-09-23,58.20796871770909
2019-09-24,84.47138066082118
2019-09-25,82.08033332252403
2019-09-26,82.72377737979433
2019-09-27,80.41486595297108
2019-09-30,78.78107840945042
2019-10-01,76.25635364342592
2019-10-02,73.8639800036552
2019-10-03,72.10655440683564
